0	0	0	0	0	1.2739e-06	5.7441e-07	8.5873e-07	4.7549e-07	4.0381e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	-0	-0	1.9073e-06	-4.8131e-07	-2.3065e-07	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0739e-06	1.0211e-06	1.1044e-06	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5.0404e-07	3.9103e-07	3.2957e-07	3.3284e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-5.0902e-07	-4.8877e-07	-3.4726e-07	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6349e-07	9.8761e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3.9463e-07	2.4045e-07	1.9672e-07	2.2628e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	-0	-5.6431e-07	-4.3678e-07	-4.3395e-07	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1572e-06	1.0805e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4.7954e-07	1.5158e-07	9.3234e-08	1.1475e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-4.4318e-07	-5.0193e-07	-5.462e-07	-6.7118e-07	-6.3949e-07	-6.3174e-07	-6.1978e-07	-0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6148e-07	9.5307e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.3301e-06	5.539e-08	-1.9686e-08	-7.2987e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-5.4173e-07	-5.7951e-07	-6.3248e-07	-6.6371e-07	-7.1787e-07	-7.1559e-07	-7.0486e-07	-5.1478e-07	-5.5721e-07	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2482e-07	2.4145e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.5603e-07	5.1387e-08	2.8239e-08	1.0066e-06	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	-0	-0	-0	9.9674e-07	1.3151e-06	1.616e-06	1.5684e-06	1.2598e-06	1.1531e-06	1.1248e-06	1.4275e-06	4.2681e-08	9.9953e-07	-7.3243e-07	-7.5178e-07	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5396e-07	8.1038e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-4.9059e-08	1.8872e-06	2.2502e-07	1.5668e-06	-0	-0	0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	-0	0	-0	-0	-6.7774e-07	1.5744e-06	1.1655e-06	-8.2933e-07	-8.0786e-07	-7.3098e-07	1.6279e-06	2.3607e-07	-0	0	-8.1021e-07	-7.9892e-07	-6.7293e-07	-7.2459e-07	-4.1175e-07	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2698e-07	7.3687e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0	-2.3293e-07	7.0205e-07	1.0282e-06	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	0	0	0	-0	-0	0	0	-0	0	-0	-0	-0	-0	0	-2.6283e-07	-6.0151e-07	-6.0549e-07	-6.5872e-07	-7.4042e-07	-7.7362e-07	-7.6291e-07	-0	-0	-0	-0	-0	-0	-0	-0	-7.7045e-07	-6.1194e-07	-6.5031e-07	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0447e-07	7.9245e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0	-0	-4.4091e-07	-4.9644e-07	-5.9965e-07	-6.6973e-07	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0	0	-7.7395e-07	-8.4351e-07	-7.8383e-07	-8.4044e-07	-8.2836e-07	-5.5196e-07	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-7.6828e-07	-8.0705e-07	-8.3652e-07	-7.5229e-07	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6021e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0	-0	-0	-5.1631e-07	-6.3544e-07	-7.1131e-07	-7.4221e-07	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0	-0	-0	-0	-0	-0	-7.6683e-07	-8.4616e-07	-1.8778e-07	-8.9085e-07	-8.6114e-07	8.31e-07	-6.8227e-07	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-8.0131e-07	-7.2164e-07	-7.6015e-07	-7.7809e-07	-0	-0	-0	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
